thread_id,customer_tweet,historical_agent_reply,intent
real_19215,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,"@120266 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK (3/3)",
real_19217,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,@120266 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/3),
real_19218,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,@120266 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/3),
real_19426,"@115821 @115850 How can you keep the item status as delivered without reaching us, and telling us to wait for it?",@120315 I'm sorry for the incorrect tracking update. Kindly reach out to us here: https://t.co/vlvfJr4nN9 and we will fix this for you. ^AH,
real_19429,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,"@120315 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",
real_19430,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,@120315 We apologize for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll personally help you. (1/2) ^ZH,
real_19432,@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,"@120315 Filling in your details wouldn't lead you to our support team, Uday. Please do the same, we'll reach out to you personally. ^JC",
real_19433,"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q","@120316 When the product is out for delivery, it will be delivered before 8 pm. Kindly wait until then. Do keep us posted. ^AK",
real_19436,@AmazonHelp Daily same msg coming but do not delivered,@120316 we have missed on the estimated delivery date? 2/2 ^SB,
real_19437,@AmazonHelp Daily same msg coming but do not delivered,@120316 I'm sorry about the delay in delivering your order. Could you please let us know if 1/2 ^SB,
real_19438,@115821 Today my product delivery but delivery boy is not coming Arriving early: Dell KM117 Wireless Keyboard Mouse will be delivered by Amz,@120316 What does the latest tracking update state on your order? ^HK,
real_19440,@AmazonHelp Ok thank u,"@120317 You're welcome, Aleema. Do let us know if you need any further assistance. ^SY",
real_19443,@115850 want to be the Amazon retailer of grocery in dehradun . Please help me,"@120317 We've responded to your query via DM, please check. ^HA",
real_19446,"@118341 @115850 @24294 @59639 @120319 @120320 @59640 @2517  
Ab amazon wale mughe refund bhi nhi de rhe. https://t.co/aqjEmGkODs",@120318 We'd like to check get this checked for you. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,
real_19449,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch","@120318 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",
real_19450,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",@120318 We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH,
real_19454,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL","@120321 Also, as this a social medial platform, please don't provide order details. We consider it personal information.^HR",
real_19460,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,"@120322 Hi, please don't share order numbers here as this page is public. Please contact us; https://t.co/hApLpMlfHN to look into this. ^JJ",
real_19463,@AmazonHelp I did it already~,"@120322 W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK",
real_19465,"@AmazonHelp Scam, just scam, sellers don't send out my products~ 6 orders. so bad~",@120322 I'm sorry to hear that. What were you advised when you contacted us by phone/chat? ^DC,
real_19456,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL",@120321 Please share your details from the link here: https://t.co/tQhzfEpRzL assist you accordingly. (2/2)^HR,
real_19457,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL",@120321 I’m sorry about the issue you’re facing with delivery. Let us look into it.(1/2)^HR,
real_19467,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?","@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS",
real_19470,@AmazonHelp .com,"@120322 Apologies, have you looked into filling an A-Z Claim: https://t.co/OgRmc6aXUX? ^JJ",
real_19472,@AmazonHelp I can't find File/View Claim.,@120322 Hi please contact us here: https://t.co/R55eEQwSEs and a specialist will look into it for you. ^AS,
real_19474,@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon,@120323 I'm sorry for the trouble with your order. Have you reached out to our support team from here: https://t.co/2t6DQoUmNZ? ^RW,
real_19476,"@115821 broke family&amp; friends trust.Ordered a product month ago,return/refund requested on same month, but still waiting for pickup &amp; refund https://t.co/noCu65cIeB",@120324 as possible. Kindly drop your details here: https://t.co/Bt7pD1u7yO and I'll get back to you. 2/2 ^SH,
real_19478,"@115821 broke family&amp; friends trust.Ordered a product month ago,return/refund requested on same month, but still waiting for pickup &amp; refund https://t.co/noCu65cIeB",@120324 I'm sorry to know the pick up hasn't been completed yet. I'd like to work on the issue and get the item picked as soon 1/2 ^SH,
real_19480,@AmazonHelp I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH,
real_19482,@AmazonHelp sent twice. Ask me if something else you need.,@120324 I appreciate your understanding in this regard. We've received your details and we'll get back to you at the earliest. ^SC,
real_19483,"@115821 @115850 I have received the product in damaged condition, it's tempered from outside though material was not spilling.",@120325 Apologies for the inconvenience. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB,
real_19486,@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM",
real_20023,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,"@120402 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH",
real_20026,Nothing like paying @115821 for prime to get free quick shipping to be told the one thing I order per 6 months won't be on time lol,@120403 Sorry to hear this. Has any reason been given for the delay? ^KM,
real_20030,@AmazonHelp Update was sent at 930 pm. Ggs,@120403 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this further. ^PK,
real_20025,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,@120402 We apologize for the delay in the delivery of the order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH,
real_20031,@AmazonHelp Thank u.......done,@120404 You're most welcome. Thanks for keeping us posted. ^AB,
real_20033,@AmazonHelp how do i delete my old credit cards from the list,@120404 please check this link here: https://t.co/nGMwhpjmNo (2/2) ^KA,
real_20036,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.... https://t.co/d645vzyNjy",@120230 Thanks Bill. I hope you get your issue sorted soon. ^KM,
real_20038,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.",@120230 Now that's what we like to hear :) Thanks Bill! ^AS,
real_20040,"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",@120322 Which Amazon website did this happen on? ^KM,
real_20042,@115850  order no #408-984423-033528 need sS,@120402 We'd like to help you with your query. Kindly contact our support team here: https://t.co/vlvfJrlYEH. (1/2) ^ZH,
real_20045,@115850 missed to buy the cheaper #amazonprime . Please help :),@120405 Prime membership was being offered at an introductory price of Rs. 499 per year. Since the promotion has 1/2 ^SH,
real_20044,@115850  order no #408-984423-033528 need sS,"@120402 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",
real_20047,@115850 missed to buy the cheaper #amazonprime . Please help :),@120405 now expired the membership will cost Rs.999. 2/2 ^SH,
real_20048,Why does @115850 think getting packages delivered through India Post is a good idea?,@120406 Couriers are assigned depending on the pin codes of the delivery address. Kindly elaborate if you've any queries. ^AK,
real_20035,@AmazonHelp how do i delete my old credit cards from the list,"@120404 You can update your payment methods by visiting the Payment section in Your Account page. For more information, (1/2) ^KA",
real_20050,@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,@120407 Sorry to hear that. What error message are you getting? ^RS,
real_20053,@AmazonHelp Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,@120407 My apologies Christopher. Have you tried from a non mobile device? ^DC,
real_20413,Amazonからの荷物来ないぽよーーーーー,@120460 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,
real_20416,"@AmazonHelp あああ……いえ、今は指定時間少し過ぎてるだけなのでそこまで気にしてないです大丈夫です
すみませんありがとうございます","@120460 かしこまりました。ご心配をおかけしております。
お待ちいただいても届かない場合には、ご遠慮なく先ほどのURLよりご連絡くださいませ。TY",
real_20417,"I’m trying to order a Fire HD Kids tablet from @115821 but I can’t seem to find any region that ships to Denmark. Not UK, DE or US 😞","@120461 Hey, US should ship to Denmark, are you getting an error message? ^AS",
real_20419,@115850 amazon stick from https://t.co/cvJQ06p7ve is authorized seller?,@120462 You can find the list of authorized seller's here: https://t.co/JotO6OLmGA ^SH,
real_20422,@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,"@120463 Pls reach out here so we can check this for you 
https://t.co/lnp3A1Qpxe ^KM",
real_20425,"@120465 ありがたや...ありがたや...
所でグランドツアーシーズン2の配信はまだでしょうかー？",@120464 申し訳ございませんが、今後の配信予定についてはご案内することができません。配信を心待ちにされているところ誠に恐れ入りますが、適宜サイト上などをご確認ください。TN,
real_20430,@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,"@120466 Currently, we do not have an update on this. Please stay tuned. ^HK",
real_20432,"@115850 Want to try Amazon Echo Dot, have requested an invite. Invite bhej do yaar!!","@120467 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^ZH",
real_20435,@AmazonHelp That I do daily. Can't the request be prioritized?,"@120467 As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR",
real_20436,@AmazonHelp That I do daily. Can't the request be prioritized?,@120467 Thank you for showing the interest towards our device. Good things come to those who wait. 😇 (1/2)^HR,
real_20437,"Amazon is starting to piss me off. All of the sudden it wants to charge me money to return shit. No thank you.
@115821","@120468 Hey, what is your reason for returning the items? ^AS",
real_20440,@AmazonHelp The item doesn't do what I need it to do.,@120468 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can help arrange a return for you. ^PK,
real_20441,@AmazonHelp How many more long time I will wait for solution...?? I am not able to call contact with Amazon care,@120469 You may request an immediate call back from us here: https://t.co/vlvfJr4nN9. Do you see any error? ^HK,
real_20444,@AmazonHelp Please call back me...,@120469 on 'call me' option and a call shall be connected with our support team. 2/2 ^SH,
real_20448,@AmazonHelp No option of call with customer care,"@120469 If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH",
real_20450,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,
real_20454,@AmazonHelp How many time I send detail.??,@120469 Sorry for the confusion. Please reply to the email sent by our team earlier &amp; we'll update you on this. ^RS,
real_20445,@AmazonHelp Please call back me...,@120469 Please click here: https://t.co/2l2eM2Q8NU after selecting the appropriate issue click 1/2 ^SH,
real_20456,@AmazonHelp I already replied,"@120469 Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC",
real_20459,@AmazonHelp No any solution provide from your side and I am unable to contact with Amazon care because our call is blocked by Amazon..,@120469 Could you please confirm if you have replied to the email sent by us. ^VH,
real_20462,"@AmazonHelp Since how much time I wait
For your action...??","@120469 Sorry about the stretch, Kaushal. Please reply to the email sent to you. Once we receive your reply, we'll check &amp; assist.^SV",
real_20464,@AmazonHelp Please do necessary action against courier services,@120469 I understand your concern for delivery. We'll get back to you on this soon &amp; corrected actions will be taken on carrier. ^BS,
real_20466,"@115821 Product not deliver to me
But it shown delivered
Please resolve the problem as soon as possible.
Kaushal
Mob. +919310777288 https://t.co/BZRN0r3gMF","@120469 Sorry that you haven't received your order yet. I’d like to help you, please fill this form: https://t.co/beaaDm0muc (1/2)^SY",
real_20470,@118919 @119356  https://t.co/nei7OW1h0M,@119355 Have you reached out to our support team as suggested earlier? ^RW,
real_20472,@AmazonHelp You talked about the Gati courier about our order,@119355 May I please know if you have filled your details through the link provided earlier? ^SH,
real_20474,Man @115828 has become the most inept release day delivery service out there. What happened? You used to be the industry leader.,@120470 Sorry to hear this. Has any reason been given for the delay? ^KM,
real_20476,Amazonの予約注文ってカード払いにしてたら配送と同時に支払われるやつ？,@120471 クレジットカードへの請求は「ご注文された商品が出荷された時点」です。https://t.co/uNFS1FEuqs なおクレジットカード以外のカードの場合は承認時点でプリペイドカード残高から引き落としされます。https://t.co/VgtjcXZMwY TN,
real_20478,Hey @115850 any plans of restocking @120473 DVDs ? #ImpracticalJokers,@120472 We haven't announced any updates regarding this. Please stay tuned. ^SH,
real_20480,@120474 why isn’t the brighton morrissey date on the presale website?,@120463 Pls reach out here so we can check this for you https://t.co/M1i6lqXZWY  ^KM,
real_20483,@AmazonHelp i have :),"@120463 ok, and were you given some information? ^AS",
real_20484,@AmazonHelp Why Amazon.in prime members are not allowed to access kindle prime reading section? @117634 @115850 @115821,@120475 Please connect with us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^HK,
real_20487,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,@120475 I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI,
real_20488,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,@120475 Amazon.in has recently introduced the Prime membership and we are trying to provide you the best possible offers. (2/3) ^SI,
real_20489,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,@120475 Both these websites operate independently and hence provide different set of offers with Prime. (1/3) ^SI,
real_20490,@115850 Does cash load work with @1384 orders?,"@120476 The cash load feature isn't available with Amazon Now orders currently, Jigar.",
real_20729,amazonの返品ってクレカないとできいないの・,@120531 アマゾンです。返品または交換どちらをご希望ですか？お手続き方法はこちらをご参照ください。https://t.co/ARwqzY3HrV ご不明な点がありましたら、ご遠慮なくお問い合わせください。ET,
real_20732,"@AmazonHelp 同じ商品と交換したいのですが、返品の際にクレジットカードの選択画面が出てきます。
クレジットカードを持っていないのですが、クレジットカードが無いと返品できないのでしょうか？","@120531 お手数おかけしております。
カードをお持ちではないとのことなので、ご注文内容含めご確認のうえ、ご案内させていただきます。
よろしければ、下記URLよりカスタマーサービスにご連絡ください。
https://t.co/bwBU0NvYIn TY",
real_20733,"@120533 @120534 J'ai demandé le remboursement @120533
Coucou @120535 plus la peine de vous pointer (si un jour vous pensiez vraiment livrer)","@120532 Je vous renouvelle mes excuses. j'espère que le problème a été résolu.
^YL",
real_20737,Extremely disappointed in @115830 email to say refused at door but have been told completely the wrong package arrived. Wheres my stuff?!,"@120536 sorry to hear that, can you contact us here: https://t.co/JzP7hlA23B we'd like to help ^AS",
real_20739,@1385 @116313 （待って……さっきからアマゾンさんの垢巻き込みまくってるこのリプ合戦……ふるえ）,@120537 @1385 (◍•ᴗ•◍) ET,
real_20742,@AmazonHelp  please ship this today ORDER # 408-8285636-6191504,"@120538 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",
real_20746,"L'ordine @120540 è diviso in 5 pacchi con corrieri diversi, l'unico disperso è Bartolini. Fate una cosa buona, evitate BRT, sempre.","@120539 Mi spiace, hai segnalato l'accaduto al nostro Servizio Clienti? ^GA",
real_20749,@AmazonHelp non ancora: qual'è il modo migliore per segnalarvi i disservizi di Bartolini? Grazie!,@120539 Puoi contattare tramite questo link: https://t.co/1L0CKp38Aw. A presto! ^CS,
real_20745,@AmazonHelp  please ship this today ORDER # 408-8285636-6191504,@120538 Request you to wait till estimate delivery date for an update. I'm positive that it will be delivered accordingly. ^RW,
real_20752,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 a degraded experience. So for the best experience, you need both PFM India and language English India. (3/3) ^VM",
real_20755,@AmazonHelp Well my country is selected as India and my language is English (UK) and when I go to skills I get this: https://t.co/ydfxKirxDn,@120541 Please get in touch with us via https://t.co/TxK11znixD and we'll check this out. ^AM,
real_20759,@AmazonHelp Did not arrive. Please could you confirm which day it is. https://t.co/3NEPf3QAyG,"@120542 You should receive it today or tomorrow according to the tracking information, unfortunately I can't look into it further here ^AS",
real_20761,@AmazonHelp Arriving today. That's all it's said since this morning. My mum is waiting in as is still waiting. Just a rough time frame would be kind,@120542 I understand. Parcels can be delivered up to 21:00. Please let us know if the order does not arrive by that time. ^AL,
real_20763,@115830 can you let me know the status of parcel #Q40724393184. Thank you x,@120542 I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? https://t.co/aaDyEz1VgE ^TK,
real_20765,@115850  Echo Dot arrived early  11:30 AM all thanks to @120543 👏 https://t.co/amtySnTsFd,@12564 Woohoo! That's awesome!  I hope if you ever need anything you will let us know. :-) ^AK,
real_20757,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 India preferred market place. However, if you have PFM India but not English India, you will still have.(2/3)^VM",
real_20758,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 For the India skills, you don't necessarily need to have English India as language. What you need is (1/3) ^VM",
real_20768,amazonから配達完了通知きたけど何買ったから覚えて🍆,@120544 突然失礼いたします、公式サポートです。アカウントサービスの「注文履歴」にて、これまでご注文いただいた商品の履歴がご確認いただけます。https://t.co/MaBXKdGnZo TN,
real_21011,Absolute disrespect and indifference to the customer by #amazon #amazonIN . Cheating the customer seems to be the policy of #amazonIN,"@120608 We're sorry to hear that, Anand. Could you please tell us what went wrong so we could check? ^HK",
real_21013,@AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it,"@118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW",
real_21016,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,@118505 be able to provide any further insight on this. 2/2 ^SH,
real_21017,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,@118505 The resolution provided by our specialist team over the email is the best we can offer. I'm sorry we'll not 1/2 ^SH,
real_21024,With regards to order ending with 5905 where it shows @115850 is purchasing products 4m portals like ebay &amp; selling over their portal https://t.co/yPHufZg7Jy,@118505 That's strange! We'd like to investigate this issue further. Please contact us here: https://t.co/vlvfJr4nN9. ^ZH,
real_21026,"@AmazonHelp Hi? I sent in the email but still no reply 20 hours later. Please help out with this, it's really urgent. THanks",@120609 Hi. I'm sorry to hear that. Have you tried by phone/chat for a swifter response? ^DC,
real_21029,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.",@120609 You can try requesting a call back here: https://t.co/zGldWyrtBP ^PK,
real_21030,"@115821 Better yet, what's you customer support email so we can communicate via email? Thanks",@120609 Sorry for the trouble with your account! You're welcome to reach out to us here: https://t.co/jzvkhdlrK5 ^BG,
real_21034,Today a amazon delivery boy shouted on me to not hve change of 1390 ..very shameful how the behave with customer @115821.com,@120610 Apologies. That's certainly unexpected. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will look into it. ^AB,
real_21036,@AmazonHelp Malheureusement non !,@120611 Vous pouvez contacter la poste afin de demander une relivraison ou un dépôt en bureau de poste. ^ARC,
real_21039,"@AmazonHelp oui c'est dommage j'en avais absolument besoin aujourdhui, Chronopost ou UPS l'aurait laissé chez le voisin ou dans un commerce de proximité","@120611 J'en suis navrée. En effet, certains transporteurs effectuent une nouvelle livraison à domicile et la poste en fait partie.",
real_21040,Bonjour @120533 ! C’est fâcheux de prendre La Poste pour les livraisons expresses la veille des jours fériés... https://t.co/aULnltgh5W,"@120611 Bonjour Guillaume, je suis désolé pour cela. Etiez-vous présent lors du passage du livreur? ^ARC",
real_21042,@AmazonHelp @120261 Amazon seller support team is not providing pickup service on time to new seller. We are chasing them from 23rd Oct and lost our 4 orders,@120612 I get your disappointment.Please fill your details in the link provided to you earlier so that we can assist you accordingly.^SC,
real_21044,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,"@120613 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",
real_21046,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW,
real_21049,"@AmazonHelp I did call the customer service. But, they were unable to provide any update!",@120613 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/FOWMWAwwM3 1/2 ^SH,
real_21052,"@AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.",@120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR,
real_21054,@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,"@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR",
real_21058,@AmazonHelp Maybe when you guys do the marketing gimmicks you should put these stuff up. So I buy something and it doesn't even reach me. Wow!,"@120613 Apologies for the experience, Ananya. We've sent a correspondence to your registered email. Please reply &amp; we'll assist. ^SV",
real_21057,"@AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","@120613 We'll not be able to access your account over social media, Ananya. Please reply to the email and we'll get back to you. ^HD",
real_21064,"@AmazonHelp I have not recieved a mail. I cannot reply to a mythical mail, right?",@120613 to locate the email then please resubmit the details in the link provided by ^SH and we'll reach out to you. (2/2) ^KA,
real_21068,@AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!,@120613 Please provide your details here: https://t.co/beaaDm0muc &amp; we'll reach out to you again &amp; assist you with your concern.^SF,
real_21070,"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 can look into the issue and get back to you. 2/2 ^SH,
real_21073,@AmazonHelp I have sent it again.,@120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY,
real_21075,@AmazonHelp How soon?,"@120613 Please allow us 6-12 hours to get back to you with an update. Appreciate your patience, Ananya. ^JC",
real_21071,"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 We haven't received your details yet. Kindly share your details through the link provided above so that we 1/2 ^SH,
real_21065,"@AmazonHelp I have not recieved a mail. I cannot reply to a mythical mail, right?",@120613 Sorry for the inconvenience. You may check the email from our team here: https://t.co/NTkrxpsbHJ if you are unable (1/2) ^KA,
real_21050,"@AmazonHelp I did call the customer service. But, they were unable to provide any update!",@120613 and I'll get back to you. 2/2 ^SH,
real_21076,"@AmazonHelp , as @115830 haven’t replied, could you? https://t.co/HZhcbSKhWv","@120614 Hi, apologies. Carriers should not follow handwritten delivery notes. You can set them on your acc: https://t.co/aLmiGBTlSk. ^JJ",
real_21080,"@AmazonHelp And he left it on the doorstep anyway, after creating merry hell",@120614 Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this. ^PK,
real_21081,@115850 I hv ord BB Q5 in Sept mth but recd BBQ10 which picked on 7th Oct but still not recd refund after follow up #Amazon  #Cheater https://t.co/f0mfVylfuG,@120615 Our Twitter page is visible to public. 3/3 ^SB,
real_21083,@115850 I hv ord BB Q5 in Sept mth but recd BBQ10 which picked on 7th Oct but still not recd refund after follow up #Amazon  #Cheater https://t.co/f0mfVylfuG,@120615 I'm sorry about the delay in refund. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. 1/3 ^SB,
real_21084,@115850 I hv ord BB Q5 in Sept mth but recd BBQ10 which picked on 7th Oct but still not recd refund after follow up #Amazon  #Cheater https://t.co/f0mfVylfuG,@120615 We'll look into it. Please don’t provide your order/account details as we consider them to be personal information. 2/3 ^SB,
real_21085,"Thanks @115821 for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail https://t.co/ewUKuXuRzh","@120616 sorry to hear that, sometimes delays happen for unforeseen reasons. ^AS",
real_21087,"@116313 送料を顧客が払えるオプションつけてくれません？","@120617 あゆむん。さま、通常配送でご注文金額が2,000円(税込)以上に満たない場合、配送料をご請求させていただいております。配送について詳しくはこちらをご参照ください。https://t.co/0DMnosZ9xU ET",
real_21089,@AmazonHelp  emailing to enquiremorrissey tickets as they go on sale today from 10.00 but No brighton date has come up as it is advertised.,"@120618 Hi, please request a call here: https://t.co/dcJUFiqj5v to look into this. ^JJ",
real_21091,"Bad service &amp; no reply! Why do Amazon make it so hard to get in touch! Delivery due yesterday as paid for, not in 2 more days! @AmazonHelp https://t.co/dx43TTZIQK",@120619 My apologies Frances. What was the expected delivery date given at the time the order was placed? ^DC,
real_21094,@AmazonHelp Order placed 30/10 with stated prime delivery of 31/10. At 7.30pm informed delayed allow further 2 days! Not 1st time prime has failed!!,"@120619 sorry to hear that, delays can happen sometimes for unforeseen reasons, its not what we want you to experience. ^AS",
real_21096,"Bad service &amp; no reply! Why do Amazon make it so hard to get in touch! Delivery due yesterday as paid for, not in 2 more days! @AmazonHelp https://t.co/dx43TTZIQK","@120619 Hi sorry to hear that, were you given a reason for the delay? ^AS",
real_21098,@AmazonHelp I assumed your previous question meant you were going to do something...? https://t.co/Ry03t6eDaK,@120620 I'm afraid we can't access order/account info here. What does the new update indicate? ^DC,
real_21101,@AmazonHelp I have the parcel now but my point is that I’m paying a monthly fee for a service that I’m not getting the benefit of,"@120620 Sorry, did you report the delay to us: https://t.co/JzP7hlA23B? Here's a list of all Prime benefits: https://t.co/1F8zzRxUMC!^JJ",
real_21103,@AmazonHelp Valeu pela dica 😉,@120621 Depois nós conta o que achou do livro. 😊 ^DA,
real_21106,"@AmazonHelp Ainda tenho que me decidir, os dois livros parecem ser incríveis.","@120621 Decisão dificil né Tiago? Eu fiz uma pesquisa e o livro ""O Senhor das Moscas"" parece muito interessante 😉. ^AZ",
real_21108,"@117086 Chegaram rapidinho (menos de 48h depois de eu ter feito o pedido), ainda embalados no plastico e paguei mais barato do que em outras livrarias virtuais famosas. Agora só compro livro na amazon. https://t.co/7Mg2yoVjWe","@120621 Tiago, você acabou de nos avisar a melhor noticia do dia 💜, estamos felizes por essa adquisição maravilhosa📚. Me diga, qual livro vai ler primeiro? ^MB",
real_21390,"@AmazonHelp Würde das funktionieren, wenn ich mein Konto auflade? Da gibts ja diese Funktion in der App. Dann müsste ich nicht los und einen holen. 😅","@120682 Dann wird die Zahlungsart nochmal geprüft. Du kannst es gerne versuchen, aber ob es klappt kann ich dir nicht versprechen. ^AN",
